Topic,Count,话题,Name,Representation,Representative_Docs
383,14,,383_胡先生_卫星_水管_为生,"['胡先生', '卫星', '水管', '为生', '收入', '400', '维修', '三号', '高分', '资源']","['农民工 110 求助 震区 捐款 400 元 维修 水管 为生 收入 稳定 近日 浙江 衢州 村民 胡先生 常山县 公安局 打电话 称 想 四川 泸定 捐款 帮 胡先生 心愿 民警 多方 打听 四川 慈善 总会 帮 他线 400 元 捐款 胡先生 村里 维修 水管 为生 平时 收入 稳定 全国 \u200b', '农民工 110 求助 震区 捐款 400 元 维修 水管 为生 收入 稳定 近日 浙江 衢州 村民 胡先生 常山县 公安局 打电话 称 想 四川 泸定 捐款 帮 胡先生 心愿 民警 多方 打听 四川 慈善 总会 帮 他线 400 元 捐款 胡先生 村里 维修 水管 为生 平时 收入 稳定 全国 \u200b', '农民工 110 求助 震区 捐款 400 元 维修 水管 为生 收入 稳定 近日 浙江 衢州 村民 胡先生 常山县 公安局 打电话 称 想 四川 泸定 捐款 帮 胡先生 心愿 民警 多方 打听 四川 慈善 总会 帮 他线 400 元 捐款 胡先生 村里 维修 水管 为生 平时 收入 稳定 全国 \u200b']"
384,14,,384_内蒙古_山东_江苏_24,"['内蒙古', '山东', '江苏', '24', '福建', '新疆生产建设兵团', '直辖市', '个省', '自治区', '境外']","['月 24 日 24 时 新型 冠状病毒 肺炎 疫情 最新 情况 月 24 日 24 时 31 个省 自治区 直辖市 新疆生产建设兵团 报告 新增 确诊 病例 217 例 境外 输入 病例 58 例 广东 12 例 上海 例 福建 例 北京 例 内蒙古 例 四川 例 天津 例 浙江 例 江苏 例 山东 例 云南 例 陕西 例 含 例由 无症状 感 \u200b', '月 24 日 24 时 新型 冠状病毒 肺炎 疫情 最新 情况 月 24 日 24 时 31 个省 自治区 直辖市 新疆生产建设兵团 报告 新增 确诊 病例 217 例 境外 输入 病例 58 例 广东 12 例 上海 例 福建 例 北京 例 内蒙古 例 四川 例 天津 例 浙江 例 江苏 例 山东 例 云南 例 陕西 例 含 例由 无症状 感 \u200b', '月 24 日 24 时 新型 冠状病毒 肺炎 疫情 最新 情况 月 24 日 24 时 31 个省 自治区 直辖市 新疆生产建设兵团 报告 新增 确诊 病例 217 例 境外 输入 病例 58 例 广东 12 例 上海 例 福建 例 北京 例 内蒙古 例 四川 例 天津 例 浙江 例 江苏 例 山东 例 云南 例 陕西 例 含 例由 无症状 感 \u200b']"
385,14,,385_机票_宁波_投诉_航空,"['机票', '宁波', '投诉', '航空', '航班', '取消', '黑猫', '航空公司', '多趟', '退款']","['疫情 防控 多家 航空公司 发布 通知 涉及 成都 航线 机票 符合条件 免费 退改 四川 航空 南方 航空 祥鹏 航空 海南 航空 成都 航空 多家 航空公司 发布 通知 公布 涉及 成都 航线 机票 处置 方案 详 戳 ↓ ↓ \u200b \u200b \u200b', '宁波 飞 成都 多趟 航班 取消 受 成都 疫情 影响 成都双流机场 天府 机场 航班 大面积 取消 记者 宁波 机场 官网 渠道 宁波 成都 东方航空 MU5868 航班 四川 航空 3U5216 多趟 航班 取消 机场 尚未 官网 官微 发布 相关 成都 航班 更改 信息 飞常准 APP 显示 明天 宁波 成都 \u200b', '宁波 飞 成都 多趟 航班 取消 受 成都 疫情 影响 成都双流机场 天府 机场 航班 大面积 取消 记者 宁波 机场 官网 渠道 宁波 成都 东方航空 MU5868 航班 四川 航空 3U5216 多趟 航班 取消 机场 尚未 官网 官微 发布 相关 成都 航班 更改 信息 飞常准 APP 显示 明天 宁波 成都 \u200b']"
386,14,,386_买菜_订菜_订菜订_外带,"['买菜', '订菜', '订菜订', '外带', '订饭', '饭取', '订餐', '打包', '消费者', '采购']","['疫情 防控 期间 订菜 订饭 疫情 发生 云 买菜 网络 订餐 打包 外带 方式 消费者 生活 常态 时期 正确 订菜订 饭取 外卖 \u200b \u200b \u200b \u200b 四川 消防 \u200b \u200b \u200b \u200b', '疫情 防控 期间 订菜 订饭 疫情 发生 云 买菜 网络 订餐 打包 外带 方式 消费者 生活 常态 时期 正确 订菜订 饭取 外卖 \u200b \u200b \u200b \u200b 四川 消防 \u200b \u200b \u200b', '成都 疫情 防控 疫情 防控 期间 订菜 订饭 疫情 发生 云 买菜 网络 订餐 打包 外带 方式 消费者 生活 常态 时期 正确 订菜订 饭取 外卖 \u200b \u200b \u200b \u200b 四川 消防 \u200b \u200b \u200b']"
387,14,,387_短期内_省来_对外_层次,"['短期内', '省来', '对外', '层次', '较大', '依然', '排查', '传播', '疾控', '管控']","['短期内 疫情 传播 风险 依然 较大 分 层次 对外 省来 返 川 人员 排查 管控 四川 城市 服务台 四川 疾控 \u200b', '短期内 疫情 传播 风险 依然 较大 分 层次 对外 省来 返 川 人员 排查 管控 四川 城市 服务台 四川 疾控 \u200b', '短期内 疫情 传播 风险 依然 较大 分 层次 对外 省来 返 川 人员 排查 管控 四川 城市 服务台 四川 疾控 \u200b \u200b \u200b \u200b']"
388,14,感恩致谢,388_找回_废墟_余万_经济损失,"['找回', '废墟', '余万', '经济损失', '现金', '民警', '百姓', '谢谢你们', '努力', '中帮']","['谢谢你们 民警 地震 废墟 中 找回 10 万元 月 23 日 四川 泸定 妥镇 震后 民警 帮 居民 废墟 中 找回 10 余万 现金 努力 帮 百姓 减少 经济损失 四川 观察 L 四川 观察 微博 视频 \u200b', '谢谢你们 民警 地震 废墟 中 找回 10 万元 月 23 日 四川 泸定 妥镇 震后 民警 帮 居民 废墟 中 找回 10 余万 现金 努力 帮 百姓 减少 经济损失 四川 观察 L 四川 观察 微博 视频 \u200b \u200b \u200b', '谢谢你们 民警 地震 废墟 中 找回 10 万元 月 23 日 四川 泸定 妥镇 震后 民警 帮 居民 废墟 中 找回 10 余万 现金 努力 帮 百姓 减少 经济损失 四川 观察 L 四川 观察 微博 视频 \u200b']"
389,14,,389_补考_工程师_注册_职业,"['补考', '工程师', '注册', '职业', '资格考试', '考试', '评价', '具体安排', '计量', '环境影响']","['项 考试 安排 有变 四川人 社 统筹 做好 疫情 防控 职业 资格考试 组织 实施 工作 研究 职业 资格考试 考试 日期 作 调整 ↓ 出版 注册 城乡 规划师 环境影响 评价 工程师 补考 监理 工程师 补考 注册 计量 师 补考 项 考试 具体安排 请 关注 中国 人事 考 \u200b', '项 考试 安排 有变 四川人 社 统筹 做好 疫情 防控 职业 资格考试 组织 实施 工作 研究 职业 资格考试 考试 日期 作 调整 ↓ 出版 注册 城乡 规划师 环境影响 评价 工程师 补考 监理 工程师 补考 注册 计量 师 补考 项 考试 具体安排 请 关注 中国 人事 \u200b', '项 考试 安排 有变 四川人 社 统筹 做好 疫情 防控 职业 资格考试 组织 实施 工作 研究 职业 资格考试 考试 日期 作 调整 ↓ 出版 注册 城乡 规划师 环境影响 评价 工程师 补考 监理 工程师 补考 注册 计量 师 补考 项 考试 具体安排 请 关注 中国 人事 考 \u200b']"
390,14,,390_业主_住宅楼_头猪_物业,"['业主', '住宅楼', '头猪', '物业', '亲戚', '宠物猪', '网传', '房子', '宠物店', '同楼']","['网传 业主 住宅楼 养 头猪 物业 系 宠物猪 送走 沸点 视频 报道 近日 四川 成都 网传 业主 疫情 期间 住宅楼 内养 头猪 气味 熏人 同楼 住户 举报 物业 回应 业主 住宅楼 养 头猪 12 日 涉事 小区 物业 工作人员 此事 误会 业主 托 亲戚 装修 房子 亲戚 擅自 宠物店 宠物猪 带到 房子 里 \u200b', '网传 业主 住宅楼 养 头猪 物业 系 宠物猪 送走 沸点 视频 报道 近日 四川 成都 网传 业主 疫情 期间 住宅楼 内养 头猪 气味 熏人 同楼 住户 举报 物业 回应 业主 住宅楼 养 头猪 12 日 涉事 小区 物业 工作人员 此事 误会 业主 托 亲戚 装修 房子 亲戚 擅自 宠物店 宠物猪 带到 房子 里 \u200b', '网传 业主 住宅楼 养 头猪 物业 系 宠物猪 送走 沸点 视频 报道 近日 四川 成都 网传 业主 疫情 期间 住宅楼 内养 头猪 气味 熏人 同楼 住户 举报 物业 回应 业主 住宅楼 养 头猪 12 日 涉事 小区 物业 工作人员 此事 误会 业主 托 亲戚 装修 房子 亲戚 擅自 宠物店 宠物猪 带到 房子 里 \u200b']"
391,14,,391_中药材_重楼_收割_村内,"['中药材', '重楼', '收割', '村内', '靠种', '农户', '绝大部分', '滞销', '制成', '地里']","['帮帮 四川 震区 20 吨 中药材 滞销 四川 雅安市 石棉县 草科 乡 坪 村 绝大部分 村民 靠种 重楼 中药材 为生 泸定 地震 发生 地里 种植 中药材 毁 地震 发生 时 村内 农户 收割 重楼 收割 制成 干货 交通 畅 中药材 收购 商 不上 \u200b', '帮帮 四川 震区 20 吨 中药材 滞销 四川 雅安市 石棉县 草科 乡 坪 村 绝大部分 村民 靠种 重楼 中药材 为生 泸定 地震 发生 地里 种植 中药材 毁 地震 发生 时 村内 农户 收割 重楼 收割 制成 干货 交通 畅 中药材 收购 商 不上 \u200b', '帮帮 四川 震区 20 吨 中药材 滞销 四川 雅安市 石棉县 草科 乡 坪 村 绝大部分 村民 靠种 重楼 中药材 为生 泸定 地震 发生 地里 种植 中药材 毁 地震 发生 时 村内 农户 收割 重楼 收割 制成 干货 交通 畅 中药材 收购 商 不上 \u200b']"
392,14,,392_快递_邮政_运转_纯属捏造,"['快递', '邮政', '运转', '纯属捏造', '丰都', '发表声明', '班列', '中欧', '社交', '生鲜']","['官方 辟谣 成都 快递 停 全市 邮政 快递 运转 月 日 四川 成都 成都 疫情 防控 升级 社交 平台 成都 快递 丰都 停 … … 相关 消息 引发 网友 关注 日 下午 成都市 邮政 管理局 发表声明 消息 纯属捏造 全市 邮政 快递 行业 运转 服务 保障 市民 生鲜 快递 电 \u200b', '官方 辟谣 成都 快递 停 全市 邮政 快递 运转 月 日 四川 成都 成都 疫情 防控 升级 社交 平台 成都 快递 丰都 停 … … 相关 消息 引发 网友 关注 日 下午 成都市 邮政 管理局 发表声明 消息 纯属捏造 全市 邮政 快递 行业 运转 服务 保障 市民 生鲜 快递 电 \u200b', '官方 辟谣 成都 快递 停 全市 邮政 快递 运转 月 日 四川 成都 成都 疫情 防控 升级 社交 平台 成都 快递 丰都 停 … … 相关 消息 引发 网友 关注 日 下午 成都市 邮政 管理局 发表声明 消息 纯属捏造 全市 邮政 快递 行业 运转 服务 保障 市民 生鲜 快递 电 \u200b']"
393,14,,393_老年人_心理_焦虑_过度,"['老年人', '心理', '焦虑', '过度', '身心健康', '摆龙门阵', '刹割', '喝茶', '责任人', '打牌']","['居家 抗疫 做 一组 海报 告诉 白露 已过 中秋 来临 连续 居家 日子 难过 想要 疫情 刹割 努力 疫情 防控 中 第一 责任人 遵守 疫情 防控 自觉 喝茶 打牌 黑 摆龙门阵 撸 串 烧烤 吃火锅 烟火 四川 很快 回到 身边 居 \u200b', '居家 抗疫 做 一组 海报 告诉 白露 已过 中秋 来临 连续 居家 日子 难过 想要 疫情 刹割 努力 疫情 防控 中 第一 责任人 遵守 疫情 防控 自觉 喝茶 打牌 黑 摆龙门阵 撸 串 烧烤 吃火锅 烟火 四川 很快 回到 身边 居 \u200b', '疫情 防控 居家 抗疫 做 一组 海报 告诉 白露 已过 中秋 来临 连续 居家 日子 难过 想要 疫情 刹割 努力 疫情 防控 中 第一 责任人 遵守 疫情 防控 自觉 喝茶 打牌 黑 摆龙门阵 撸 串 烧烤 吃火锅 烟火 四川 很快 回到 身边 \u200b']"
394,14,,394_快乐_月亮_中秋_合十,"['快乐', '月亮', '中秋', '合十', '中秋节', '露营', '美好', '巴山', '冰川', '双节']","['月亮 祝 中秋 快乐 月 圆人满 希望 疫情 早日 四川 人民 平安 \u200b', '一人 一句 中秋 祝福 花好月圆 文 章 奕 四川人 经历 高温 限电 疫情 地震 … 感谢 人太多 中秋 双节 之际 感谢 太 说 送 一首 美好 诗词 感谢 祝愿 双节 快乐 一叶知秋 圆 中秋 感恩 之情 心头 一年 好时光 健康 欢乐 歌唱 忘 祖国 山 \u200b', '达州 巴山 大峡谷 桃 溪谷 景区 评分 露营 温度 适宜 初秋 里 感受 一场 烧烤 Party 一阵 微风 带来 幸福感 露营 治愈 简单 舒适 休憩 陪 身边 知己 分享 快乐 三五 好友 狂欢 疫情 最佳 安排 走 巴山 云顶 露营地 四川 旅游 \u200b']"
395,14,,395_省份_29_不准_精准,"['省份', '29', '不准', '精准', '权威', '联防', '联控', '机制', '国务院', '科学']","['中秋 国庆 疫情 防控 发布 多地 违反 九 不准 通报 … … 权威 发布 国务院 联防 联控 机制 月 日 下午 新闻 发布会 介绍 科学 精准 做好 疫情 防控 情况 月 全国 29 省份 报告 新增 本土 感染者 月 全国 29 省份 报告 新增 本土 感染者 地区 社区 传播 疫情 外溢 \u200b', '中秋 国庆 疫情 防控 发布 多地 违反 九 不准 通报 … … 权威 发布 国务院 联防 联控 机制 月 日 下午 新闻 发布会 介绍 科学 精准 做好 疫情 防控 情况 月 全国 29 省份 报告 新增 本土 感染者 月 全国 29 省份 报告 新增 本土 感染者 地区 社区 传播 疫情 外溢 未 完 \u200b', '中秋 国庆 疫情 防控 发布 多地 违反 九 不准 通报 … … 权威 发布 国务院 联防 联控 机制 月 日 下午 新闻 发布会 介绍 科学 精准 做好 疫情 防控 情况 月 全国 29 省份 报告 新增 本土 感染者 月 全国 29 省份 报告 新增 本土 感染者 地区 社区 传播 疫情 外溢 \u200b']"
396,14,,396_疾控_表请_提示_查看,"['疾控', '表请', '提示', '查看', '链接', '重点', '网页', '地区', '20', '健康']","['四川 疾控 健康 提示 2022 年 月 20 日 18 时 四川省 疫情 防控 重点 地区 提示 表请 查看 链接 O 网页 链接 四川 疾控 \u200b \u200b \u200b \u200b', '四川 疾控 健康 提示 2022 年 月 20 日 18 时 四川省 疫情 防控 重点 地区 提示 表请 查看 链接 O 网页 链接 四川 疾控 \u200b \u200b \u200b', '四川 疾控 健康 提示 2022 年 月 20 日 18 时 四川省 疫情 防控 重点 地区 提示 表请 查看 链接 O 网页 链接 四川 疾控 \u200b']"
397,14,,397_159_235_病例_601,"['159', '235', '病例', '601', '转为', '西藏', '597', '例由', '25', '本土']","['月 24 日 新增 本土 确诊 159 例 ## 月 24 日 新增 本土 无症状 601 例 月 24 日 24 时 31 个省 自治区 直辖市 新疆生产建设兵团 报告 新增 确诊 病例 217 例 境外 输入 病例 58 例 含 例由 无症状 感染者 转为 确诊 病例 本土 病例 159 例 贵州 86 例 四川 40 例 黑龙江 11 例 西藏 例 广东 例 天津 例 浙江 例 广 \u200b', '月 24 日 新增 本土 确诊 159 例 ## 月 24 日 新增 本土 无症状 601 例 月 24 日 24 时 31 个省 自治区 直辖市 新疆生产建设兵团 报告 新增 确诊 病例 217 例 境外 输入 病例 58 例 含 例由 无症状 感染者 转为 确诊 病例 本土 病例 159 例 贵州 86 例 四川 40 例 黑龙江 11 例 西藏 例 广东 例 天津 例 浙江 例 广 \u200b', '月 24 日 新增 本土 确诊 159 例 ## 月 24 日 新增 本土 无症状 601 例 月 24 日 24 时 31 个省 自治区 直辖市 新疆生产建设兵团 报告 新增 确诊 病例 217 例 境外 输入 病例 58 例 含 例由 无症状 感染者 转为 确诊 病例 本土 病例 159 例 贵州 86 例 四川 40 例 黑龙江 11 例 西藏 例 广东 例 天津 例 浙江 例 广 \u200b']"
398,14,,398_人桥_立方米_筑起_特警,"['人桥', '立方米', '筑起', '特警', 'x019', '百余', '飞奔', '地带', '转移', '河石']","['四川 泸定 6.8 级 地震 转移 特警 身体 筑起 人桥 撤离 百余 村民 月 日 泸定 地震 第二天 甘孜 警方 特警 双脚 踩 摇晃 河石 身体 筑起 一架 救援 人桥 成功 转移 100 多余 村民 \u200b 抗震救灾 ## 警民 同心 ## 永远 人民警察', '四川 泸定 6.8 级 地震 \xa0 转移 特警 身体 筑起 人桥 撤离 百余 村民 ? 月 日 泸定 地震 第二天 甘孜 警方 \xa0 特警 物资 运输队 成功 运输 共和 村 村民 撤离 特警 双脚 踩 摇晃 河石 身体 筑起 一架 救援 人桥 成功 转移 100 多余 村民 L 中国 警方 在线 微博 视频 \u200b \u200b \u200b', '四川 泸定 6.8 级 地震 \xa0 转移 特警 身体 筑起 人桥 撤离 百余 村民 ? 月 日 泸定 地震 第二天 甘孜 警方 \xa0 特警 物资 运输队 成功 运输 共和 村 村民 撤离 特警 双脚 踩 摇晃 河石 身体 筑起 一架 救援 人桥 成功 转移 100 多余 村民 L 中国 警方 在线 微博 视频 \u200b \u200b \u200b']"
399,14,逆行者,399_几百人_逆行_拉闸_阿布,"['几百人', '逆行', '拉闸', '阿布', '失联', '机会', '每日', '官方', '客人', '泄洪']","['地震 中 逆行 拉闸 救 几百人 失联 17 天 甘宇 找到 月 日 四川 泸定 发生 6.8 级 地震 甘宇 同事 罗永 放弃 逃生 机会 逆行 拉闸 泄洪 救 几百人 被困 失联 失联 17 天 甘宇 找到 L 每日 新闻 官方 微博 微博 视频 \u200b', '地震 中 逆行 拉闸 救 几百人 失联 17 天 甘宇 找到 月 日 四川 泸定 发生 6.8 级 地震 甘宇 同事 罗永 放弃 逃生 机会 逆行 拉闸 泄洪 救 几百人 被困 失联 失联 17 天 甘宇 找到 L 每日 新闻 官方 微博 微博 视频 \u200b', '地震 中 逆行 拉闸 救 几百人 失联 17 天 甘宇 找到 月 日 四川 泸定 发生 6.8 级 地震 甘宇 同事 罗永 放弃 逃生 机会 逆行 拉闸 泄洪 救 几百人 被困 失联 失联 17 天 甘宇 找到 L 每日 新闻 官方 微博 微博 视频 \u200b']"
400,14,,400_肩挑_重装_二组_遇山,"['肩挑', '重装', '二组', '遇山', '余公里', '草科', '徒步', '雅安', '余名', '开路']","['肩挑 背 扛 遇山 开路 月 日 上午 雅安 名 民警 重装 徒步 小时 20 余公里 雅安 草科 乡 坪 村 二组 户 30 余名 被困 群众 送 急需 生活 物资 四川 泸定 6.8 级 地震 L 中国 警方 在线 微博 视频 \u200b \u200b \u200b', '肩挑 背 扛 遇山 开路 月 日 上午 雅安 名 民警 重装 徒步 小时 20 余公里 雅安 草科 乡 坪 村 二组 户 30 余名 被困 群众 送 急需 生活 物资 四川 泸定 6.8 级 地震 L 中国 警方 在线 微博 视频 \u200b', '肩挑 背 扛 遇山 开路 月 日 上午 雅安 名 民警 重装 徒步 小时 20 余公里 雅安 草科 乡 坪 村 二组 户 30 余名 被困 群众 送 急需 生活 物资 四川 泸定 6.8 级 地震 L 中国 警方 在线 微博 视频 \u200b \u200b \u200b']"
401,14,,401_188_内蒙古_140_辽宁,"['188', '内蒙古', '140', '辽宁', '湖北', '59', '15', '黑龙江', '江苏', '云南']","['月 23 日 24 时 新型 冠状病毒 肺炎 疫情 最新 情况 月 23 日 24 时 31 个省 自治区 直辖市 新疆生产建设兵团 报告 新增 确诊 病例 188 例 境外 输入 病例 59 例 上海 15 例 广东 15 例 福建 例 内蒙古 例 云南 例 天津 例 辽宁 例 北京 例 江苏 例 陕西 例 黑龙江 例 湖北 例 重庆 例 四川 \u200b', '月 23 日 24 时 新型 冠状病毒 肺炎 疫情 最新 情况 月 23 日 24 时 31 个省 自治区 直辖市 新疆生产建设兵团 报告 新增 确诊 病例 188 例 境外 输入 病例 59 例 上海 15 例 广东 15 例 福建 例 内蒙古 例 云南 例 天津 例 辽宁 例 北京 例 江苏 例 陕西 例 黑龙江 例 湖北 例 重庆 例 四川 \u200b', '月 23 日 24 时 新型 冠状病毒 肺炎 疫情 最新 情况 月 23 日 24 时 31 个省 自治区 直辖市 新疆生产建设兵团 报告 新增 确诊 病例 188 例 境外 输入 病例 59 例 上海 15 例 广东 15 例 福建 例 内蒙古 例 云南 例 天津 例 辽宁 例 北京 例 江苏 例 陕西 例 黑龙江 例 湖北 例 重庆 例 四川 例 \u200b']"
402,14,,402_谣言_网民_网信_虚假,"['谣言', '网民', '网信', '虚假', '恶劣影响', '散播', '多家', '溯源', '指导', '网站']","['网信 办 指导 涉 泸定 地震 谣言 溯源 处置 月 日 12 时 52 分 四川 甘孜州 泸定县 发生 6.8 级 地震 人员伤亡 地震 灾害 发生 网民 关注 抗震救灾 人员 救援 情况 网民 散播 网络 谣言 虚假 信息 恶劣影响 中央 网信 办 指导 多家 网站 平台 网上 传播 四川 泸定 地震 谣言 溯 \u200b', '网信 办 指导 涉 泸定 地震 谣言 溯源 处置 月 日 12 时 52 分 四川 甘孜州 泸定县 发生 6.8 级 地震 人员伤亡 地震 灾害 发生 网民 关注 抗震救灾 人员 救援 情况 网民 散播 网络 谣言 虚假 信息 恶劣影响 中央 网信 办 指导 多家 网站 平台 网上 传播 四川 泸定 地震 谣言 溯 \u200b', '网信 办 指导 涉 泸定 地震 谣言 溯源 处置 月 日 12 时 52 分 四川 甘孜州 泸定县 发生 6.8 级 地震 人员伤亡 地震 灾害 发生 网民 关注 抗震救灾 人员 救援 情况 网民 散播 网络 谣言 虚假 信息 恶劣影响 中央 网信 办 指导 多家 网站 平台 网上 传播 四川 泸定 地震 谣言 溯 \u200b']"
403,14,,403_谣言_网信_账号_案例,"['谣言', '网信', '账号', '案例', '典型', '首发', '中央', '依约', '关闭', '性质']","['中央 网信 办 通报 四川 泸定 地震 谣言 典型 案例 中央 网信 办 指导 多家 网站 平台 网上 传播 四川 泸定 地震 谣言 溯源 首发 账号 依法 依约 予以 关闭 现将 性质 恶劣 典型 案例 通报 ↓ 央视 新闻 客户端 \u200b', '中央 网信 办 通报 四川 泸定 地震 谣言 典型 案例 中央 网信 办 指导 多家 网站 平台 网上 传播 四川 泸定 地震 谣言 溯源 首发 账号 依法 依约 予以 关闭 现将 性质 恶劣 典型 案例 通报 ↓ ↓ \u200b', '中央 网信 办 通报 四川 泸定 地震 谣言 典型 案例 中央 网信 办 指导 多家 网站 平台 网上 传播 四川 泸定 地震 谣言 溯源 首发 账号 依法 依约 予以 关闭 现将 性质 恶劣 典型 案例 通报 ↓ ↓ \u200b \u200b \u200b']"
404,14,,404_福基会_社会福利_a6swxsb0_大大的,"['福基会', '社会福利', 'a6swxsb0', '大大的', '温暖', '基金会', 'http', 'cn', '一点点', '世界']","['福基会 驰援 9.5 四川 泸定 地震 希望 大大的 世界 里 付出 一点点 温暖 福基会 驰援 9.5 四川 泸定 地震 项目 捐款 成功 中国 社会福利 基金会 http t cn A6SWxsb0 \u200b', '福基会 驰援 9.5 四川 泸定 地震 希望 大大的 世界 里 付出 一点点 温暖 福基会 驰援 9.5 四川 泸定 地震 项目 捐款 成功 中国 社会福利 基金会 http t cn A6SWxsb0 \u200b', '福基会 驰援 9.5 四川 泸定 地震 希望 大大的 世界 里 付出 一点点 温暖 福基会 驰援 9.5 四川 泸定 地震 项目 捐款 成功 中国 社会福利 基金会 http t cn A6SWxsb0 \u200b']"
405,14,,405_巾帼_日夜_女警_硝烟,"['巾帼', '日夜', '女警', '硝烟', '停放', '乐至', '交通秩序', '迎难而上', '舍小家', '打响']","['巾帼 爱 战 疫 交警 正 能量 本轮 防疫 攻坚战 打响 资阳 乐至 交警 女警 舍小家 冲锋在前 惧 艰险 迎难而上 日夜 坚守 疫情 交通卡 点 负责 引导 车辆 有序 停放 维护 现场 交通秩序 工作 打赢 一场 硝烟 战争 贡献 出 巾帼 力量 战疫风 警线 \u200b', '巾帼 爱 战 疫 交警 正 能量 本轮 防疫 攻坚战 打响 资阳 乐至 交警 女警 舍小家 冲锋在前 惧 艰险 迎难而上 日夜 坚守 疫情 交通卡 点 负责 引导 车辆 有序 停放 维护 现场 交通秩序 工作 打赢 一场 硝烟 战争 贡献 出 巾帼 力量 战疫风 警线 \u200b', '巾帼 爱 战 疫 交警 正 能量 本轮 防疫 攻坚战 打响 资阳 乐至 交警 女警 舍小家 冲锋在前 惧 艰险 迎难而上 日夜 坚守 疫情 交通卡 点 负责 引导 车辆 有序 停放 维护 现场 交通秩序 工作 打赢 一场 硝烟 战争 贡献 出 巾帼 力量 战疫风 警线 \u200b']"
406,14,,406_大娘_多处_父母_骨折,"['大娘', '多处', '父母', '骨折', '监护室', '重症', '伴有', '相见', '气肿', '探望']","['甘宇 多处 骨折 伴有 感染 失联 17 天后 甘宇 父母 医院 相见 四川 泸定 6.8 级 地震 中失联 17 天 甘宇 直升机 转运 送医 生命 体征 平稳 医生 介绍 甘宇 全身 多处 骨折 多处 皮下 气肿 需 进一步 检查 父母 探望 甘宇 含泪 说 放弃 爸爸妈妈 此前 下游 村庄 被淹 同事 \u200b', '甘宇 多处 骨折 伴有 感染 失联 17 天后 甘宇 父母 医院 相见 四川 泸定 6.8 级 地震 中失联 17 天 甘宇 直升机 转运 送医 生命 体征 平稳 医生 介绍 甘宇 全身 多处 骨折 多处 皮下 气肿 需 进一步 检查 父母 探望 甘宇 含泪 说 放弃 爸爸妈妈 此前 下游 村庄 被淹 同事 \u200b', '甘宇 多处 骨折 伴有 感染 失联 17 天后 甘宇 父母 医院 相见 四川 泸定 6.8 级 地震 中失联 17 天 甘宇 直升机 转运 送医 生命 体征 平稳 医生 介绍 甘宇 全身 多处 骨折 多处 皮下 气肿 需 进一步 检查 父母 探望 甘宇 含泪 说 放弃 爸爸妈妈 此前 下游 村庄 被淹 同事 \u200b']"
407,14,,407_不足以_平民愤_禁言_恶心,"['不足以', '平民愤', '禁言', '恶心', '标段', '揪心', '泸石', '复工', '高速', '学习']","['揪心 四川 泸定 地震', '四川 泸定 地震 发生 泸石 高速 标段 震后 陆续 复工', '泸定 地震 四川人 太 恶心 禁言 不足以 平民愤 \u200b']"
408,14,,408_全域_宜宾市_实行_静态,"['全域', '宜宾市', '实行', '静态', '在家', '管理', '莫法', '学校', '宜宾', '延迟']","['四川 宜宾市 全域 实行 静态 管理 身处 成都 学校 宜宾 疫情 疫情 快快 \u200b', '四川 宜宾市 全域 实行 静态 管理 ## 四川 宜宾市 全域 实行 静态 管理 一说 真的 忍不住 骂 家人 全国 疫情 宜宾 凶 三年 几例 十几 例 几天 三十几 真服了 两天 才准 限时 小时 真的 服 高三 天天 在家 上网 课 门 出 真的 会谢 \u200b', '四川 宜宾市 全域 实行 静态 管理 顶 疫情 开学 学校 当天 通知 暂缓 出 通知 中秋 延迟 回 宜宾 真 妈 快 疯 想 回家 \u200b']"
409,14,,409_新疆_伊犁_发声_关注,"['新疆', '伊犁', '发声', '关注', '看气', '疙瘩', '深有同感', '太寒', '顶一下', '看不得']","['关注 新疆 伊犁 疫情 四川 伊犁 发声 \u200b', '关注 新疆 伊犁 疫情 四川 成都 新疆 伊犁 发声 成都 \u200b', '关注 新疆 伊犁 疫情 四川 新疆 伊犁 发声 \u200b']"
410,14,,410_考点_考试_延期_考核,"['考点', '考试', '延期', '考核', '专项', '法考', '能力', '人才网', '职业', '资格考试']","['\ue627 中国 卫生 人才网 2022 年 全国 护士 资格考试 一名 考生 原定 月 考试 第一次 延期 月 第二次 延期 考试 时间 遥遥无期 现 延期 考点 疫情 稳定 未 延期 考点 成绩 已出 打印 成绩单 考试 意味着 入职 升职 称 很大 影响 影响 一年 还会 拖欠 \u200b', '\ue627 中国 卫生 人才网 \ue627 中国 卫生 人才网 2022 年 全国 护士 资格考试 一名 考生 原定 月 考试 第一次 延期 月 第二次 延期 考试 时间 遥遥无期 现 延期 考点 疫情 稳定 未 延期 考点 成绩 已出 打印 成绩单 考试 意味着 入职 升职 称 很大 影响 影响 \u200b', '\ue627 中国 卫生 人才网 \ue627 中国 卫生 人才网 2022 年 全国 护士 资格考试 一名 考生 原定 月 考试 第一次 延期 月 第二次 延期 考试 时间 遥遥无期 现 延期 考点 疫情 稳定 未 延期 考点 成绩 已出 打印 成绩单 考试 意味着 入职 升职 称 很大 影响 影响 \u200b']"
